word2,total,female_he,female_she,male_he,male_she,female_ratio,female_logratio,male_ratio,male_logratio
scoops,56,5.448106782892945e-4,5.976655885248207e-4,3.991134257106544e-4,4.1088775011822716e-4,1.0970151877373084,0.1335834994162381,1.0295011985292342,0.041945509534204034
folds,85,7.39385920535471e-4,8.086063844747574e-4,5.424842679562292e-4,6.667235190597648e-4,1.0936188558867286,0.12911002283693024,1.2290190857913688,0.2975073199113547
casually,47,1.945752422461766e-4,2.1094079594993672e-4,4.223627514802071e-4,3.7212475482405476e-4,1.0841091267051048,0.11650998605729668,0.881054859880307,-0.18269624190154704
crumples,44,1.945752422461766e-4,2.1094079594993672e-4,5.463591555844881e-4,1.7055717929435844e-4,1.0841091267051048,0.11650998605729668,0.3121704423748487,-1.6795941516072732
flings,59,9.72876211230883e-4,0.0010547039797496837,3.836138751976193e-4,3.7212475482405476e-4,1.0841091267051048,0.11650998605729668,0.9700503002722571,-0.04386853720423034
quietly,56,3.891504844923532e-4,4.2188159189987344e-4,4.7273629064757125e-4,4.961663397654064e-4,1.0841091267051048,0.11650998605729668,1.0495626199667045,0.06978824459133692
eyes,131,0.0017900922286648248,0.00193362396287442,0.0013484608946340555,0.0014032204296490398,1.080181195086608,0.11127333769114951,1.040608915863181,0.057427973388700204
rounds,66,6.226407751877651e-4,6.679791871747996e-4,6.044824700083697e-4,4.496507454123995e-4,1.0728163233019266,0.10140309366708819,0.7438606869876203,-0.426895641580453
bends,173,0.0019068373740125306,0.002039094360849388,0.0019800675780402366,0.0017288295901200879,1.0693593426683006,0.09674673123586659,0.8731164578893764,-0.19575399886309325
walks,723,0.019418609176168423,0.02063704120376881,0.018370842245574878,0.019831148392498586,1.0627455868000943,0.08779626799629439,1.0794904298563373,0.11035045330946477
indicates,80,8.950461143324124e-4,9.492335817747153e-4,6.587308968039927e-4,8.295280992952887e-4,1.0605415369941242,0.08480112632995843,1.2592822096549046,0.3326016324176685
turns,868,0.03381717710238549,0.03582477851216425,0.03666031185095632,0.03992588515299754,1.059366321550155,0.0832015495749162,1.0890765281898722,0.1231053341841526
sinks,79,0.0011285364050278243,0.0011953311770496414,6.974797730865805e-4,6.512183209420959e-4,1.0591870778153323,0.08295742634627008,0.9336734140120475,-0.0990100913966913
sees,828,0.027318364011363193,0.02893404584446632,0.03097972658792895,0.025862670460271808,1.059142700947651,0.08289698034056776,0.8348256524106649,-0.2604531627688076
listens,217,0.002062497567809472,0.002179721558149346,0.002104063982144518,0.00199241795812046,1.0568359411276178,0.07975143604717871,0.9469379139743339,-0.0786582564562603
expected,50,2.334902906954119e-4,2.4609759527492617e-4,5.65733593725782e-4,3.566195567063858e-4,1.0539949842966296,0.07586800155995067,0.6303665906734959,-0.6657370206687813
slows,112,0.0014009417441724714,0.001476585571649557,0.0012787129173253975,0.0010853638682368264,1.0539949842966296,0.07586800155995067,0.8487940127382251,-0.23651361514662608
recognizes,74,5.058956298400591e-4,5.273519898748418e-4,7.168542112278744e-4,7.52002108706944e-4,1.0424126218318317,0.05992645769092938,1.049030747017397,0.06905696382503859
stands,625,0.010740553371988948,0.011144705386021657,0.01137667007656778,0.00975276961601377,1.0376286025528931,0.05329015358474092,0.857260476956371,-0.22219446380970048
might,173,0.001362026695723236,0.0014062719729995782,0.001677826343036052,0.0012481684484723504,1.0324848825762905,0.046120658165898915,0.7439199257139871,-0.42678075445788466
carefully,107,5.448106782892945e-4,5.625087891998312e-4,0.0013019622430949502,7.054865143539371e-4,1.0324848825762902,0.04612065816589861,0.5418640349177062,-0.8839972004258408
changes,77,5.448106782892945e-4,5.625087891998312e-4,6.393564586626987e-4,5.194241369419097e-4,1.0324848825762902,0.04612065816589861,0.8124171264780153,-0.2997074416338203
stops,682,0.014787718410709421,0.015187737308395444,0.013081620633001643,0.013032119017900752,1.0270507516153624,0.03850747405602345,0.9962159417025127,-0.005469597316794486
heads,371,0.004553060668560533,0.004675854310223597,0.004874608636349546,0.006023769468714387,1.0269694718787672,0.03839329614128762,1.23574422442771,0.305380163682644
stays,88,5.837257267385298e-4,5.976655885248207e-4,6.664806720605102e-4,7.209917124716061e-4,1.0238808418881544,0.03404782586532352,1.0817893791916995,0.11341963856015647
slams,257,0.0023738179554033544,0.002425819153424272,0.0027240460026659225,0.0024808316988270316,1.0219061440253037,0.03126269943878551,0.9107157868843382,-0.13492720203094977
stares,583,0.011207533953379771,0.011425959780621572,0.011039554852909266,0.011342052423074836,1.019489196120252,0.02784648669700728,1.027401247078894,0.038999729968858886
jumps,300,0.0036969296026773553,0.0037617775277738715,0.0038438885272327103,0.002907224647062928,1.0175410224337387,0.025086958293701837,0.7563238700774435,-0.40292394284940874
wanders,63,9.339611627816476e-4,9.492335817747153e-4,5.11485166930159e-4,5.039189388242408e-4,1.0163523062860358,0.02340058166581521,0.9852073362140111,-0.021500724175775872
shuffles,45,3.113203875938826e-4,3.1641119392490505e-4,3.7586409994110173e-4,2.0932017458853082e-4,1.0163523062860356,0.023400581665814893,0.5569038772825909,-0.844499757869436
told,49,3.113203875938826e-4,3.1641119392490505e-4,3.6423943705632536e-4,4.4189814635356504e-4,1.0163523062860356,0.023400581665814893,1.213207855593162,0.2788267446413274
touches,237,0.0025294781492002957,0.00256644635072423,0.00238305589137915,0.0031475552178867965,1.014614951916316,0.020932326075065327,1.3208062929926525,0.40141889911279705
shakes,434,0.005214616492197533,0.005273519898748418,0.004583992064230137,0.006659482591538813,1.0112958271502843,0.016205080261611226,1.452769223468812,0.5388055449528983
digs,102,6.615558236370004e-4,6.679791871747996e-4,8.331008400756378e-4,8.062703021187853e-4,1.0097094807547544,0.013940252416748802,0.9677943693413914,-0.04722754929414506
always,58,3.5023543604311786e-4,3.5156799324989455e-4,4.184878638519483e-4,5.039189388242408e-4,1.003804746949171,0.005478673668552761,1.2041422998171247,0.268005893019209
begins,399,0.005759427170486827,0.00576571508929827,0.00587820453206857,0.006155563652714573,1.001091761146606,0.0015742192126368966,1.0471843262909395,0.06651540905014751
places,223,0.0025294781492002957,0.0025312895513992404,0.002491552744970396,0.0021164595430618115,1.0007161169585581,0.001032768637360406,0.8494540391866995,-0.2353922042538718
leads,191,0.0018290072771140601,0.0018281535648994515,0.0016003285904708764,0.002038933552473467,0.9995332373876852,-6.735533130425592e-4,1.2740718153848245,0.34944660002708017
finishes,195,0.001478771841070942,0.001476585571649557,0.0015654546018165473,0.002240501128003163,0.9985215640704912,-0.00213451044132251,1.4312143740248324,0.5172397819031073
hops,73,7.783009689847064e-4,7.73449585149768e-4,7.207290988561332e-4,7.597547077657785e-4,0.9937666994796794,-0.009020896026562244,1.0541474029168278,0.07607661516139996
gets,727,0.01280305093979842,0.012550977359021234,0.016324901577854243,0.014667917419314825,0.980311444360999,-0.028687929482638964,0.8984995927456481,-0.1544102450686361
wears,280,0.0032299490212865313,0.0031641119392490508,0.0033672773489568804,0.0033336175952988238,0.9796166807576249,-0.02971075479374718,0.9900038665753257,-0.014493935070716847
spots,309,0.003268864069735767,0.0031992687385740404,0.004045382683902167,0.0030545240291807827,0.9787096282754418,-0.031047202356561228,0.7550642962248496,-0.4053285949592851
thought,60,4.669805813908238e-4,4.570383912248629e-4,5.11485166930159e-4,3.333617595298824e-4,0.9787096282754418,-0.031047202356561228,0.6517525454954228,-0.6176037825021322
pretends,50,5.058956298400591e-4,4.921951905498523e-4,3.332403360302551e-4,4.496507454123995e-4,0.9729184470430428,-0.03960921585998528,1.3493286880240554,0.4322418225796973
knows,441,0.005720512122037592,0.005554774293348334,0.005699959701168666,0.005985006473420214,0.9710274490896063,-0.04241601643575881,1.0500085592172002,0.07040108816747341
leaps,180,0.0028407985367941784,0.002742230347349177,0.001972317802783719,0.0017365821891789223,0.9653026470661891,-0.0509467597942663,0.8804778756891608,-0.18364134186386794
rests,63,5.837257267385298e-4,5.625087891998312e-4,4.339874143649834e-4,6.512183209420959e-4,0.9636525570712041,-0.05341501538501596,1.500546558233648,0.5854880828753795
comes,418,0.0050589562984005914,0.004851638306848544,0.005358969589881893,0.005620634317654994,0.959019612085285,-0.060367776026782734,1.0488274328458855,0.06877732590602594
makes,492,0.006343152897225357,0.006082126283223175,0.00590920363309464,0.005783438897890518,0.9588490742330426,-0.06062434637085018,0.978717143118952,-0.031036124928149986
appears,98,6.615558236370004e-4,6.328223878498101e-4,8.059766266778263e-4,9.14806688942468e-4,0.9565668765045042,-0.06406225958452427,1.1350288068690413,0.18272891337497224
arrives,94,7.004708720862357e-4,6.679791871747996e-4,8.602250534734492e-4,0.0011163742644721643,0.9536145096017126,-0.06852190777522406,1.2977699963101819,0.3760347172464295
will,152,0.0015566019379694128,0.001476585571649557,0.001499581512136148,0.0014419834249432121,0.9485954858669666,-0.07613509188509938,0.9615905592815107,-0.05650536288215581
slowly,261,0.003268864069735767,0.003093798340599072,0.0028712917325397565,0.0037677631425935545,0.9464444756949327,-0.0794102239179603,1.3122188525444045,0.3920083534541702
steps,468,0.006771218430166945,0.006398537477148081,0.007455283796769894,0.0067990293745978335,0.944961020403875,-0.0816732754265291,0.9119745887532287,-0.13293446917108592
now,106,8.56131065883177e-4,8.086063844747574e-4,0.0011353420750798227,8.605384955306266e-4,0.9444890119021745,-0.08239408235678182,0.7579552580838903,-0.39981540591791886
faces,62,9.339611627816476e-4,8.789199831247363e-4,6.471062339192163e-4,3.4886695764755135e-4,0.9410669502648479,-0.08763073072292875,0.5391185239162807,-0.8913256139901543
releases,80,0.0010117912596801183,9.492335817747153e-4,6.509811215474751e-4,5.581871322360821e-4,0.9381713596486484,-0.09207663575412081,0.8574551761335131,-0.22186683918222472
calls,143,0.0010507063081293536,9.843903810997047e-4,0.0010307201091168355,0.0013024366418841918,0.936884430485893,-0.09405699988236173,1.2636181543020195,0.3375605694317942
drops,418,0.00424174028096665,0.003972718323723808,0.005928578071235934,0.004318197675770802,0.9365774565571623,-0.09452978213823603,0.7283698761970735,-0.45725683808575923
types,81,0.0014009417441724714,0.0013008015750246098,7.982268514213088e-4,6.977339152951027e-4,0.9285193909279833,-0.10699605558985975,0.8741047912040667,-0.1941218486993205
shoots,146,0.0014398567926217068,0.0013359583743495992,0.0016313276914969466,0.0011706424578840056,0.927841144477342,-0.1080502719618614,0.71760104605948,-0.47874610158709396
nods,485,0.008444565513484064,0.007769652650822669,0.006746179360798537,0.011535867399545697,0.920077254231291,-0.12017309282954478,1.7099852794575285,0.7739839056111534
reaches,665,0.016188660154881893,0.014871326114470538,0.015084937536811432,0.01408647248990224,0.9186261229893015,-0.12245028479763977,0.9338104619609686,-0.09879834295894438
enters,302,0.0027629684398957077,0.0025312895513992404,0.0029255401593353794,0.002891719448945259,0.9161485577789616,-0.12634653783886715,0.9884394988452991,-0.01677543180298033
grabs,638,0.013308946569638479,0.01212909576712136,0.013073870857745126,0.011698671979781222,0.9113490465722737,-0.13392438299686382,0.894813181732691,-0.16034158560665934
flips,238,0.002218157761606413,0.002003937561524399,0.002735670665550699,0.0020234283543557976,0.9034242722542541,-0.14652441977649697,0.7396461788460473,-0.4350927945470727
focuses,46,3.891504844923532e-4,3.5156799324989455e-4,4.146129762236895e-4,4.4189814635356504e-4,0.903424272254254,-0.14652441977649716,1.0658087703341796,0.09194860991781773
follows,251,0.003191033972837296,0.002882857544649135,0.0025303016212529835,0.00235679011388568,0.903424272254254,-0.14652441977649716,0.9314265517162408,-0.10248608594862217
lowers,174,0.0012841965988247656,0.001160174377724652,0.0015267057255339595,0.0014574886230608812,0.903424272254254,-0.14652441977649716,0.9546624465242836,-0.06693738562451573
presses,248,0.0022959878585048837,0.0020742511601743777,0.0027550451036919927,0.002535099892238873,0.903424272254254,-0.14652441977649716,0.9201663845145858,-0.12003334196710953
returns,179,0.0019068373740125306,0.0017226831669244832,0.0015344555007904771,0.002015675755296963,0.903424272254254,-0.14652441977649716,1.3136097816186816,0.393536775103068
shouts,81,4.669805813908238e-4,4.2188159189987344e-4,9.764716823212127e-4,6.977339152951027e-4,0.903424272254254,-0.14652441977649716,0.7145459801112609,-0.4849012450160185
asks,46,2.7240533914464724e-4,2.4609759527492617e-4,4.184878638519483e-4,2.2482537270619975e-4,0.9034242722542539,-0.14652441977649733,0.537232718379948,-0.8963809248816732
counts,62,5.448106782892945e-4,4.921951905498523e-4,4.41737189621501e-4,2.8684616517687554e-4,0.9034242722542539,-0.14652441977649733,0.6493593292940931,-0.6229110663815689
cracks,67,5.448106782892945e-4,4.921951905498523e-4,5.696084813540407e-4,7.67507306824613e-4,0.9034242722542539,-0.14652441977649733,1.3474295624955206,0.4302098573974685
embraces,45,4.280655329415885e-4,3.86724792574884e-4,2.0924393192597415e-4,5.581871322360821e-4,0.9034242722542539,-0.14652441977649733,2.6676383257487073,1.415563081433067
helps,108,8.172160174339417e-4,7.382927858247785e-4,8.176012895626027e-4,9.14806688942468e-4,0.9034242722542539,-0.14652441977649733,1.1188909565344103,0.16206944280887917
prepares,51,4.280655329415885e-4,3.86724792574884e-4,5.696084813540407e-4,2.9459876423571e-4,0.9034242722542539,-0.14652441977649733,0.5171951856043412,-0.9512192492385558
rides,66,5.448106782892945e-4,4.921951905498523e-4,7.401035369974271e-4,5.039189388242408e-4,0.9034242722542539,-0.14652441977649733,0.6808762742421438,-0.5545354328530712
storms,90,5.448106782892945e-4,4.921951905498523e-4,5.463591555844881e-4,8.062703021187853e-4,0.9034242722542539,-0.14652441977649733,1.4757148184992848,0.5614139478965217
moves,578,0.011012958711133594,0.009914217409647026,0.012101274063052172,0.013729852933195855,0.9002319603381613,-0.1516313102095858,1.1345791246159849,0.18215722488556427
quickly,281,0.003424524263532708,0.0030586415412740824,0.0032626553829938933,0.0033103597981223205,0.8931580873422738,-0.1630125425650663,1.014621346580788,0.020941418708317554
reads,239,0.0025294781492002957,0.002250035156799325,0.0021815617347096935,0.00199241795812046,0.8895254372964961,-0.1688922328049519,0.9132989117017111,-0.1308409807321283
watches,544,0.008327820368136358,0.007347771058922796,0.007459158684398152,0.008047197823070184,0.8823162285099958,-0.18063227409676127,1.0788345125170746,0.10947358004247797
blinks,88,0.001362026695723236,0.0011953311770496414,8.640999411017081e-4,8.217755002364543e-4,0.8776121501898468,-0.1883445954711241,0.9510190443812656,-0.07245386320288236
puts,641,0.012764135891349185,0.011179862185346646,0.011496791593043803,0.012140570126134786,0.8758808493196731,-0.19119346911022544,1.055996364540565,0.07860486796499669
crosses,240,0.0023738179554033544,0.0020742511601743777,0.002824793081000651,0.0032095760103574723,0.8738038043114916,-0.19461870797754213,1.136216323930005,0.1842375353266113
slides,257,0.0023738179554033544,0.0020742511601743777,0.0028015437552310982,0.00235679011388568,0.8738038043114916,-0.19461870797754213,0.8412469409000073,-0.2493987413533091
plays,123,0.0010117912596801183,8.789199831247363e-4,0.0011740909513624105,5.426819341184132e-4,0.8686771848598596,-0.20310794814286476,0.4622145613921027,-1.1133653843737614
blows,110,8.172160174339417e-4,7.031359864997891e-4,0.001007470783347283,0.001193900255060509,0.8604040688135752,-0.21691374766789517,1.1850470254768295,0.24494430982066992
just,436,0.005448106782892944,0.004640697510898608,0.005634086611488267,0.005992759072479048,0.8518000281254395,-0.23141331736301016,1.0636611549881794,0.089038632159476
takes,835,0.028952796046231077,0.024609759527492617,0.025814501379459995,0.026738714153920103,0.8499959550779271,-0.23447211905219983,1.035802077323697,0.05074835694072561
drives,197,0.001945752422461766,0.0016523695682745044,0.002177686847081435,0.001488499019296219,0.8492188159189988,-0.2357917578735844,0.6835229873804516,-0.5489382373455469
crouches,68,6.226407751877651e-4,5.273519898748418e-4,6.432313462909576e-4,4.4189814635356504e-4,0.846960255238363,-0.23963382416797882,0.6869972194322725,-0.5416238350279599
holds,674,0.011674514534770596,0.009879060610322036,0.013046746644347315,0.012504942281900007,0.8462074016781512,-0.24091679005145203,0.9584720714506975,-0.061191700517780334
flies,76,0.0011674514534770596,9.843903810997047e-4,8.176012895626027e-4,5.8919752847142e-4,0.8431959874373036,-0.24606009332741183,0.7206416330221626,-0.4726460931093766
nears,57,5.448106782892945e-4,4.570383912248629e-4,6.277317957779225e-4,3.7212475482405476e-4,0.8388939670932358,-0.2534396236930092,0.592808516833046,-0.7543619200092454
sucks,50,5.058956298400591e-4,4.2188159189987344e-4,4.959856164171239e-4,5.194241369419097e-4,0.8339300974654652,-0.2620016371964332,1.0472564521005665,0.0666147726119953
waves,240,0.002451648052301825,0.002039094360849388,0.0023326823522117858,0.002310274519532673,0.831723933186456,-0.2658233481488417,0.9903939631309568,-0.013925574143317436
drifts,49,4.669805813908238e-4,3.86724792574884e-4,3.448649989150315e-4,3.4886695764755135e-4,0.8281389162330662,-0.27205530186035604,1.0116044212811108,0.016645247517500027
whirls,46,4.669805813908238e-4,3.86724792574884e-4,4.223627514802071e-4,4.961663397654064e-4,0.8281389162330662,-0.27205530186035604,1.1747398131737428,0.23234125737729694
dials,128,0.001206366501926295,9.843903810997047e-4,0.0013678353327753496,8.062703021187853e-4,0.81599611687481,-0.29336580810576846,0.5894498283524056,-0.762559072975865
continues,350,0.0033856092150834727,0.002742230347349177,0.003983384481850026,0.004341455472947306,0.809966588917607,-0.3040656967629773,1.089891144761145,0.12418404990531155
paces,74,7.39385920535471e-4,5.976655885248207e-4,8.214761771908615e-4,4.6515594353006845e-4,0.8083269804380168,-0.3069890919697432,0.5662439842391124,-0.8205042768004576
sets,217,0.0025294781492002957,0.002039094360849388,0.0022125608357357637,0.002310274519532673,0.8061324275499496,-0.31091123767737977,1.0441631625303607,0.06234716725354165
whispers,128,0.0017511771802155894,0.0014062719729995782,0.0013135869059797266,0.0012946840428253571,0.8030437975593369,-0.31644942121880965,0.9856097353983054,-0.020911588508068686
cocks,59,6.226407751877651e-4,4.921951905498523e-4,5.386093803279705e-4,4.4189814635356504e-4,0.7904962382224722,-0.33916949771889326,0.8204427224874621,-0.2855254764045427
yanks,139,0.0017900922286648248,0.0014062719729995782,0.001309712018351468,0.0013101892409430262,0.7855863236993513,-0.3481582809461477,1.0003643721557651,5.255821542230243e-4
pulls,742,0.021169786356384012,0.01659400928139502,0.019843299544313214,0.018319391576025863,0.783853412691191,-0.35134421166499524,0.9232028945143813,-0.1152803476208242
addresses,50,5.837257267385298e-4,4.570383912248629e-4,4.6111162776279487e-4,4.263929482358961e-4,0.7829677026203534,-0.3529752972439237,0.9247065624969258,-0.11293246762906073
studies,161,0.0020235825193602366,0.0015820559696245254,0.001553829938931771,0.0015427672127080604,0.7818094663738736,-0.35511104158791473,0.9928803494214329,-0.010308223757048193
punches,121,0.0011285364050278243,8.789199831247363e-4,0.001445333085340525,7.364969105892751e-4,0.7788140278053913,-0.3606492251293447,0.5095689831356446,-0.9726506297700664
exhales,59,2.7240533914464724e-4,2.1094079594993672e-4,4.6498651539105364e-4,4.1864034917706163e-4,0.7743636619322177,-0.3689168411129451,0.9003279349401888,-0.15147751129082665
grimaces,45,5.448106782892945e-4,4.2188159189987344e-4,3.7586409994110173e-4,2.9459876423571e-4,0.7743636619322177,-0.3689168411129451,0.7837906421014242,-0.3514597465893191
say,81,5.448106782892945e-4,4.2188159189987344e-4,6.54856009175734e-4,4.1864034917706163e-4,0.7743636619322177,-0.3689168411129451,0.6392861076498381,-0.6454663519644928
falls,367,0.0053313616375452386,0.004113345521023766,0.005831705880529465,0.004170898293652947,0.7715375171806402,-0.3741917831536195,0.7152106740462479,-0.4835598269362174
carries,180,0.0015566019379694128,0.0011953311770496414,0.0016545770172664992,0.001535014613649226,0.7679106314161159,-0.3809896734135201,0.9277383872919979,-0.10821005738665737
answers,157,0.001478771841070942,0.0011250175783996624,0.0012244644905297745,0.0016590561985905775,0.7607783345298981,-0.39445193322008276,1.3549238964641377,0.43821182037826717
trips,62,7.39385920535471e-4,5.625087891998312e-4,5.231098298149354e-4,4.57403344471234e-4,0.7607783345298981,-0.39445193322008276,0.8743925623287429,-0.1936469655347666
empties,42,4.669805813908238e-4,3.5156799324989455e-4,3.332403360302551e-4,2.7909356611804107e-4,0.7528535602118784,-0.40955882561029083,0.8375143580838965,-0.2558141711055623
slaps,147,0.0018679223255632952,0.0014062719729995782,0.0012438389286710686,0.0015582724108257294,0.7528535602118784,-0.40955882561029083,1.25279276512965,0.3251477862108487
wipes,231,0.0018679223255632952,0.0014062719729995782,0.0019374438141293903,0.0022792641232973355,0.7528535602118784,-0.40955882561029083,1.1764285016551799,0.23441364232850048
checks,344,0.004047165038720473,0.0030234847419490928,0.004715738243590936,0.00287621425082759,0.7470623789794792,-0.4206993832154915,0.6099181299421346,-0.713312493938702
swings,184,0.0017900922286648248,0.0013359583743495992,0.0028209181933723923,0.0012636736465900193,0.7463070075143837,-0.4221588623899246,0.44796536445436735,-1.1585409038133956
still,178,0.002179242713157178,0.0016172127689495148,0.001503456399764407,0.0014962516183550535,0.7420985093517086,-0.4303173857770885,0.9952078547735189,-0.006930222764824227
lands,144,0.001712262131766354,0.0012656447756996202,0.001925819151244614,0.00117839505694284,0.7391653136625713,-0.4360310369714824,0.6118928956445727,-0.7086489459644775
resumes,42,4.280655329415885e-4,3.1641119392490505e-4,3.371152236585139e-4,3.643721557652203e-4,0.7391653136625713,-0.4360310369714824,1.080853459570597,0.11217093798313232
stretches,51,4.280655329415885e-4,3.1641119392490505e-4,3.6423943705632536e-4,6.279605237655924e-4,0.7391653136625713,-0.4360310369714824,1.7240322158429147,0.7857867333612106
suddenly,203,0.0031521189243880606,0.002320348755449304,0.00235205679035308,0.0020854491468264734,0.7361234810960589,-0.4419803033026684,0.8866491469848462,-0.17356476154483488
know,52,6.226407751877651e-4,4.570383912248629e-4,5.11485166930159e-4,2.5583576894153766e-4,0.7340322212065813,-0.4460847016354052,0.5001821860778826,-0.999474417845777
rolls,242,0.0024905631007510606,0.0018281535648994515,0.0019994420161815307,0.0022792641232973355,0.7340322212065813,-0.4460847016354052,1.1399500985030813,0.1889706715673334
offers,146,0.001712262131766354,0.0012304879763746308,0.0013135869059797266,0.0011861476560016747,0.7186329438386111,-0.4766730214688281,0.9029837695565315,-0.1472280382894689
flicks,86,9.339611627816476e-4,6.679791871747996e-4,7.672277503952386e-4,5.116715378830753e-4,0.7152108822012845,-0.48355940705406775,0.6669095814371768,-0.584436918566933
fires,178,0.0016344320348678834,0.001160174377724652,0.002433429430546514,0.0015970354061199017,0.7098333567711996,-0.49444772319680397,0.6562900021149287,-0.6075946395541856
lies,182,0.0017900922286648248,0.0012656447756996202,0.0017591989832294863,0.001519509415531557,0.7070276913294161,-0.5001613743911978,0.8637507354296475,-0.21131306102148356
rushes,188,0.0035801844573296496,0.0025312895513992404,0.0017940729718838155,0.0020001705571792944,0.7070276913294161,-0.5001613743911978,1.1148769244759715,0.1568844543172408
laughs,333,0.006926878623963887,0.004886795106173534,0.00314640875414613,0.005868717487537697,0.705482999119895,-0.5033167780193876,1.8652114032559464,0.8993391549547785
works,150,0.001595516986418648,0.0011250175783996624,0.0013484608946340555,0.0013334470381195296,0.7051116271252713,-0.5040764243945811,0.9888659310965037,-0.01615315899240703
went,45,3.5023543604311786e-4,2.4609759527492617e-4,5.347344926997117e-4,2.0156757552969632e-4,0.7026633228644198,-0.5090944991612054,0.3769488938557956,-1.4075591564828536
strokes,69,8.56131065883177e-4,5.976655885248207e-4,4.804860659040888e-4,7.209917124716061e-4,0.6981005740146508,-0.5184931971634552,1.5005465582336477,0.5854880828753792
grips,75,7.783009689847064e-4,5.273519898748418e-4,7.284788741126507e-4,4.0313515105939264e-4,0.6775682041906905,-0.5615619190553409,0.5533930569372318,-0.853623551382322
scrambles,87,6.226407751877651e-4,4.2188159189987344e-4,8.679748287299668e-4,7.054865143539371e-4,0.6775682041906904,-0.5615619190553413,0.8127960523765593,-0.2990346997046846
speaks,326,0.0037358446511265905,0.0024961327520742513,0.004386372795188939,0.0032948546000046517,0.6681575346880421,-0.5817398009929712,0.7511569932265022,-0.41281362965259494
senses,81,8.950461143324124e-4,5.976655885248207e-4,6.742304473170278e-4,7.209917124716061e-4,0.6677483751444486,-0.5826235345831706,1.0693550185113352,0.09674089741352618
remains,85,7.39385920535471e-4,4.921951905498523e-4,6.199820205214049e-4,7.597547077657785e-4,0.6656810427136608,-0.5870970111624787,1.2254463558908122,0.29330733138206877
hands,533,0.009495271821613417,0.006293067079173112,0.007280913853498249,0.00810921861554086,0.6627579702193093,-0.59344598007512706,1.1137638459552213,0.15544336698110897
dives,104,5.837257267385298e-4,3.86724792574884e-4,0.001057844322514647,6.04702726589089e-4,0.6625111329864529,-0.5939833967477185,0.5716367840890088,-0.8068293399033808
shifts,74,0.0011674514534770596,7.73449585149768e-4,5.037353916736415e-4,5.116715378830753e-4,0.6625111329864529,-0.5939833967477185,1.0157545932658538,0.02255188848422196
pauses,268,0.003541269408880414,0.002320348755449304,0.003394401562354692,0.0032095760103574723,0.6552307908657228,-0.6099249406167399,0.9455498860102438,-0.08077451994762505
drags,122,0.0012452815503755303,8.086063844747574e-4,0.0010694689853994234,7.054865143539371e-4,0.6493361956827449,-0.6229624637194846,0.6596605642476423,-0.6002042344252496
peeks,66,8.172160174339417e-4,5.273519898748418e-4,6.471062339192163e-4,6.512183209420959e-4,0.6453030516101814,-0.631951246946739,1.0063545779770573,0.009138712458931325
shrugs,192,0.003035373779040355,0.00193362396287442,0.0017243249945751574,0.0024110583072975214,0.6370299355638971,-0.6505669251140859,1.398262111193002,0.4836348264310655
responds,44,3.891504844923532e-4,2.4609759527492617e-4,3.216156731454788e-4,6.667235190597648e-4,0.6323969905779778,-0.6610975926062554,2.073044241093875,1.0517509055093963
drinks,101,0.0011674514534770596,7.382927858247785e-4,0.0010113456709755417,5.736923303537511e-4,0.6323969905779777,-0.6610975926062557,0.5672564255902424,-0.8179270487867115
glares,98,0.0012841965988247656,8.086063844747574e-4,6.858551102018041e-4,0.001062106071060323,0.6296593412681163,-0.6673565830779381,1.5485866552015801,0.6309521150317525
tosses,265,0.00241273300385259,0.0015117423709745464,0.0029022908335658267,0.0023025219204738387,0.6265684468860148,-0.6744559754612748,0.7933463779179232,-0.3339772055037623
lights,157,0.0016344320348678834,0.001019547180424694,0.001379459995660126,0.0013179418400018606,0.623792949889842,-0.6808608474276855,0.9554041756543824,-0.065816912674473
said,172,0.0011285364050278243,7.031359864997891e-4,0.0013678353327753496,0.001341199637178364,0.6230512222443131,-0.682577320016707,0.9805271183169824,-0.028370563480232466
signs,49,6.226407751877651e-4,3.86724792574884e-4,4.146129762236895e-4,1.783097783531929e-4,0.6211041871747995,-0.6870928011392001,0.4300631880295813,-1.217379448189911
loses,105,8.56131065883177e-4,5.273519898748418e-4,0.0010888434235407174,5.736923303537511e-4,0.6159710947188095,-0.699065442805276,0.5268823027724314,-0.9244473724377534
unlocks,74,8.56131065883177e-4,5.273519898748418e-4,5.502340432127468e-4,5.736923303537511e-4,0.6159710947188095,-0.699065442805276,1.0426332892891075,0.060231828278490974
likes,129,0.0013231116472740008,8.086063844747574e-4,9.609721318081776e-4,0.0011473846607075022,0.6111399488778777,-0.7104253049698237,1.1939832828955907,0.25578263739629775
wants,335,0.0048643810561544145,0.002953171143299114,0.0038245140890914163,0.0037057423501228788,0.6071011109548587,-0.7199912816598238,0.9689446198388162,-0.0455138843214259
even,48,3.5023543604311786e-4,2.1094079594993672e-4,4.0298831333891315e-4,3.643721557652203e-4,0.6022828481695027,-0.7314869204976533,0.9041754902177109,-0.14532528430923153
made,81,7.004708720862357e-4,4.2188159189987344e-4,6.471062339192163e-4,3.9538255200055817e-4,0.6022828481695027,-0.7314869204976533,0.6110009937717847,-0.7107533683483335
collapses,110,0.0012841965988247656,7.73449585149768e-4,0.0011740909513624105,6.744761181185992e-4,0.6022828481695026,-0.7314869204976535,0.5744666691587562,-0.7997049054699996
