word2,total,female,male,female_writer_ratio,female_logratio
wants,1670,0.0038744528266741176,0.003761726488567075,1.0299666492100499,0.04259762304125534
catches,1518,0.003520536462699078,0.0034199849428161043,1.0294011586495984,0.041805311493386746
stares,4921,0.011399832355406538,0.011077051155882965,1.0291396324690751,0.041438738698364924
likes,449,0.0010431219148738008,0.0010149466960273188,1.0277602941679251,0.03950382217734447
will,651,0.0015088013411567478,0.0014697455952598136,1.026573133488473,0.03783640929044091
tries,4978,0.011492968240663128,0.011210664391815676,1.025181723311024,0.03587966395712383
left,321,7.45087082052715e-4,7.271643417107119e-4,1.0246474411820556,0.03512759523968572
almost,426,9.872403837198473e-4,9.635569898993533e-4,1.0245791313526436,0.03503141236416172
stands,4783,0.011027288814380181,0.01077385188972797,1.0235233347595807,0.03354399396676569
cries,378,8.7547732141194e-4,8.556386070306257e-4,1.0231858569941834,0.033068227790581016
really,379,8.7547732141194e-4,8.582080923370239e-4,1.0201224262846198,0.028742302387790672
sets,988,0.0022725156002607804,0.002230313245953703,1.0189221645809807,0.027043848302612562
grabs,5566,0.012778243457204061,0.01254422726583638,1.0186552895135288,0.02666592957586402
peeks,283,6.519511967961255e-4,6.423713265995689e-4,1.014913290490826,0.021356475467084964
produces,267,6.146968426934898e-4,6.06398532309993e-4,1.0136845819066969,0.019608813180817978
smashes,373,8.568501443606221e-4,8.453606658050326e-4,1.013591214993009,0.019475925505976995
had,920,0.0021048710067989194,0.002078713612876205,1.0125834524586204,0.018040813169415717
slowly,1395,0.003185247275775356,0.0031501889856442858,1.0111289482284505,0.015966994379321798
collapses,441,0.001005867560771165,9.995297841889292e-4,1.006340758106952,0.009118900361482041
works,589,0.001341156747694887,0.001333562874020705,1.0056944249289772,0.00819201626863731
feels,1402,0.003185247275775356,0.0031681753827890735,1.0053885567948746,0.007753173667264371
jerks,310,7.078327279500792e-4,7.040389739531275e-4,1.0053885567948746,0.007753173667264371
shakes,2322,0.005271491105522958,0.00524431951035888,1.0051811479278498,0.007455518983368977
runs,3641,0.0082332122566825,0.00822492246578088,1.001007886814266,0.0014533410300562205
brings,644,0.001452919810002794,0.0014594676540342203,0.9955135394653476,-0.006487157458227953
spits,288,6.519511967961255e-4,6.552187531315602e-4,0.9950130298929667,-0.007212676729685911
quickly,1440,0.00324112880692931,0.003258107368513013,0.9947888268668531,-0.0075377911064731015
frowns,330,7.45087082052715e-4,7.502897094682964e-4,0.9930658419675403,-0.010038720808449041
could,845,0.0018999720592344231,0.0019142665532667152,0.9925326522537322,-0.010813530193822543
keeps,1744,0.003911707180776753,0.003946729430627751,0.9911262602449474,-0.01285923987082777
becomes,281,6.333240197448077e-4,6.398018412931706e-4,0.9898752689812991,-0.014681347633535928
kicks,798,0.0017882089969265158,0.001808917655704386,0.9885519063222332,-0.016611374731935392
never,448,0.001005867560771165,0.0010175161813337171,0.9885519063222331,-0.016611374731935555
bolts,316,7.078327279500792e-4,7.194558857915171e-4,0.9838445162921273,-0.023497760317175313
pulls,8496,0.018906584707087642,0.019227458547778294,0.9833116872990098,-0.02427930452135031
knows,2544,0.005662661823600633,0.0057607860569449335,0.9829668673034635,-0.02478530617763564
nods,3663,0.00814007637142591,0.008294298569053633,0.9814062399196561,-0.02707765059297629
locks,317,7.078327279500792e-4,7.220253710979154e-4,0.9803432902555006,-0.028641063593134865
sits,4818,0.010691999627456459,0.010910034610967078,0.9800151886510567,-0.029123986045484225
crouches,250,5.588153115395362e-4,5.704257380204171e-4,0.9796460332923033,-0.029667527557381643
begins,2619,0.005793052062959859,0.005935511057780016,0.975998866241951,-0.03504862298861154
sees,12852,0.028387817826208438,0.02911226852149246,0.9751152784693097,-0.036355310030350245
plays,420,9.313588525658936e-4,9.558485339801584e-4,0.9743791191348177,-0.03744487814910104
touches,1155,0.0025519232560305485,0.002620875012526241,0.973691322109546,-0.03846361071412561
made,244,5.401881344882183e-4,5.575783114884257e-4,0.9688112384540474,-0.045712494132701405
waves,1017,0.0022352612461581448,0.0023099672904520496,0.9676592631407844,-0.04742896672172317
lights,593,0.001303902393592251,0.0013489797858590945,0.9665840861817392,-0.04903285242431279
saw,305,6.705783738474435e-4,6.963305180339326e-4,0.9630173552364192,-0.05436629672735336
wears,1468,0.003203874452826674,0.0033351919277049614,0.9606267112283848,-0.05795217011283488
backs,785,0.0017137002887212443,0.0017857922879468014,0.9596302438351079,-0.05944946836965132
pushes,2415,0.005215609574369004,0.0054909900997731145,0.9498486574551483,-0.07423043253063902
aims,362,7.823414361553506e-4,8.273742686602446e-4,0.9455713886560492,-0.080741712151651
answers,596,0.0012852752165409332,0.0013592577270846876,0.9455713886560492,-0.080741712151651
opens,5642,0.012107665083356617,0.012832009620152986,0.9435517461225428,-0.08382645482818961
shoots,643,0.0013784111017975226,0.0014671761099534152,0.939499418267715,-0.09003582654968724
turns,16495,0.03514948309583683,0.0375401803264788,0.9363163093557196,-0.09493210690620958
paces,304,6.519511967961255e-4,6.963305180339326e-4,0.9362668731465186,-0.09500828122469938
stumbles,622,0.0013225295706435689,0.0014209253744382462,0.9307523072184016,-0.10353080754581927
finds,2874,0.006091086895780944,0.0065496180460092035,0.929991161773525,-0.10471108933991352
taps,572,0.0012107665083356618,0.0013078680209567223,0.9257558782192492,-0.11129628986303507
