word2,total,female_he,female_she,male_he,male_she,female_ratio,male_ratio,self_ratio,self_logratio
kneels,163,0.0014065247118577847,0.0016975526948649032,0.0015687782370470058,0.0019251584969846914,1.2069128118074222,0.8148826392757419,0.9834922974613389,-0.02401434127307764
will,152,0.0015628052353975385,0.0014853586080067903,0.0014880322983754687,0.001438070202566878,0.950443839298345,1.0347424595262533,0.9834645959171445,-0.024054977527559283
made,81,7.032623559288923e-4,4.243881737162258e-4,6.421224646736518e-4,3.943095716715633e-4,0.6034564059037111,1.62847293295863,0.9827124232346899,-0.025158800673935746
walks,723,0.019495995311584295,0.020759654830952046,0.018229356916274152,0.019777331065409,1.0648163635234822,0.9217298762904218,0.981473055022516,-0.026979433837786043
drags,122,0.0012502441883180308,8.134106662894328e-4,0.0010612323368259155,7.035719808257306e-4,0.6506014376149385,1.508349345550153,0.9813342526404812,-0.027183477818850478
reaches,665,0.0162531744481344,0.014959683123496959,0.014968759011823513,0.01404824493582805,0.920416080639194,1.0655252012048724,0.9807265295152773,-0.0280771903633109
presses,248,0.0023051377222113693,0.00208657518743811,0.0027338267807363262,0.002528220194835318,0.9051846088555665,1.0813246355365027,0.9787984172639972,-0.03091632633400378
closes,411,0.005235397538581754,0.006719479417173575,0.004133423051042968,0.0054275552806556365,1.2834707140489376,0.7615625889200819,0.9774432797942151,-0.03291510840989907
makes,492,0.006368431334244969,0.006118262837742255,0.005863693165433048,0.0057677439307252205,0.9607174069448652,1.016635487958593,0.9766994097997073,-0.03401346996731594
reads,239,0.0025395585075210004,0.0022634035931532043,0.002164760165336922,0.001987010978815525,0.8912586917962502,1.0894555633645038,0.9709867401743943,-0.042476500597439466
turns,868,0.033951943739011524,0.03603762908473617,0.03637796789387677,0.03981753517859904,1.0614305137213145,0.9136167703677711,0.9697407179158715,-0.04432903313385223
